Row	Latitude	Longitude	Date	Discharge	Precipitation	Temperature	Evaporation
6290	51.296	6.7686	2017-03-21 00:00:00Z	2430	1.1	8.3	7.4
6291	51.296	6.7686	2017-03-22 00:00:00Z	2490	0	6.7	5.7
6292	51.296	6.7686	2017-03-23 00:00:00Z	2470	0	8.8	7.1
6293	51.296	6.7686	2017-03-24 00:00:00Z	2400	0	9.5	7.1
6294	51.296	6.7686	2017-03-25 00:00:00Z	2340	0	9.8	5.3
6295	51.296	6.7686	2017-03-26 00:00:00Z	2200	0	9.4	6.8
6296	51.296	6.7686	2017-03-27 00:00:00Z	2070	0	11	5.2
6297	51.296	6.7686	2017-03-28 00:00:00Z	1970	0	14	7.2
6298	51.296	6.7686	2017-03-29 00:00:00Z	1880	0	12.8	9.9
6299	51.296	6.7686	2017-03-30 00:00:00Z	1810	0	16.6	9.9
6300	51.296	6.7686	2017-03-31 00:00:00Z	1750	0.5	17.1	9.9
6301	51.296	6.7686	2017-04-01 00:00:00Z	1680	1.6	12.8	11.1
6302	51.296	6.7686	2017-04-02 00:00:00Z	1630	0	12.2	9.2
6303	51.296	6.7686	2017-04-03 00:00:00Z	1590	0	9.7	8.3
6304	51.296	6.7686	2017-04-04 00:00:00Z	1530	0	9.1	7
6305	51.296	6.7686	2017-04-05 00:00:00Z	1490	0.1	7.8	7.3
6306	51.296	6.7686	2017-04-06 00:00:00Z	1430	0	8	7.3
6307	51.296	6.7686	2017-04-07 00:00:00Z	1420	0	9.7	8.2
6308	51.296	6.7686	2017-04-08 00:00:00Z	1380	0	11.1	8.7
6309	51.296	6.7686	2017-04-09 00:00:00Z	1350	0	12.1	7.7
6310	51.296	6.7686	2017-04-10 00:00:00Z	1320	0	11	7.9
6311	51.296	6.7686	2017-04-11 00:00:00Z	1280	0	8.8	7.2
6312	51.296	6.7686	2017-04-12 00:00:00Z	1250	0.4	10	8.1
6313	51.296	6.7686	2017-04-13 00:00:00Z	1210	0	9.7	7.9
6314	51.296	6.7686	2017-04-14 00:00:00Z	1170	0.1	7.2	7.2
6315	51.296	6.7686	2017-04-15 00:00:00Z	1150	0.6	8.7	7.5
6316	51.296	6.7686	2017-04-16 00:00:00Z	1140	13.2	7.5	7.2
6317	51.296	6.7686	2017-04-17 00:00:00Z	1150	0.7	6.5	6.3
6318	51.296	6.7686	2017-04-18 00:00:00Z	1140	0.2	5.5	5.7
6319	51.296	6.7686	2017-04-19 00:00:00Z	1180	0	3.9	4.2
6320	51.296	6.7686	2017-04-20 00:00:00Z	1240	0	4.9	4.5
6321	51.296	6.7686	2017-04-21 00:00:00Z	1270	1	9.1	7.1
6322	51.296	6.7686	2017-04-22 00:00:00Z	1250	0.2	8.2	7
6323	51.296	6.7686	2017-04-23 00:00:00Z	1210	0	6.6	6.2
6324	51.296	6.7686	2017-04-24 00:00:00Z	1180	1.7	9.4	6.5
6325	51.296	6.7686	2017-04-25 00:00:00Z	1170	0.3	7.2	6.2
6326	51.296	6.7686	2017-04-26 00:00:00Z	1160	0	5	5.7
6327	51.296	6.7686	2017-04-27 00:00:00Z	1130	0	6.2	5.6
6328	51.296	6.7686	2017-04-28 00:00:00Z	1160	0.1	6.9	6.7
6329	51.296	6.7686	2017-04-29 00:00:00Z	1300	0	8	5.8
6330	51.296	6.7686	2017-04-30 00:00:00Z	1520	0.1	11.9	5.8
6331	51.296	6.7686	2017-05-01 00:00:00Z	1600	6.2	10.6	9.1
6332	51.296	6.7686	2017-05-02 00:00:00Z	1650	8.8	9.2	9.9
6333	51.296	6.7686	2017-05-03 00:00:00Z	1680	4.2	10.8	9.9
6334	51.296	6.7686	2017-05-04 00:00:00Z	1830	0.2	10.7	9.9
6335	51.296	6.7686	2017-05-05 00:00:00Z	2040	0	9.5	9.2
6336	51.296	6.7686	2017-05-06 00:00:00Z	2040	0	13.6	9.7
6337	51.296	6.7686	2017-05-07 00:00:00Z	1940	0.1	12.9	11
6338	51.296	6.7686	2017-05-08 00:00:00Z	1830	0.9	9.3	8.4
6339	51.296	6.7686	2017-05-09 00:00:00Z	1790	0	8.2	6.1
6340	51.296	6.7686	2017-05-10 00:00:00Z	1970	0	10.3	6.4
6341	51.296	6.7686	2017-05-11 00:00:00Z	2230	0.4	15.5	9.6
6342	51.296	6.7686	2017-05-12 00:00:00Z	2210	2.1	17.3	12.8
6343	51.296	6.7686	2017-05-13 00:00:00Z	2100	0	17.4	12.6
6344	51.296	6.7686	2017-05-14 00:00:00Z	2000	0.8	15.8	11.7
6345	51.296	6.7686	2017-05-15 00:00:00Z	1920	0	16.6	8.6
6346	51.296	6.7686	2017-05-16 00:00:00Z	1880	0	21.2	12.3
6347	51.296	6.7686	2017-05-17 00:00:00Z	1850	0.7	24.3	11.2
6348	51.296	6.7686	2017-05-18 00:00:00Z	1800	8.3	18	15.7
6349	51.296	6.7686	2017-05-19 00:00:00Z	1760	1.9	13.6	12.7
6350	51.296	6.7686	2017-05-20 00:00:00Z	1740	0	13.1	9.5
6351	51.296	6.7686	2017-05-21 00:00:00Z	1860	0	15.4	9
6352	51.296	6.7686	2017-05-22 00:00:00Z	1880	0	18.4	10.1
6353	51.296	6.7686	2017-05-23 00:00:00Z	1840	0	19.3	11
6354	51.296	6.7686	2017-05-24 00:00:00Z	1750	0	16.9	11.9
6355	51.296	6.7686	2017-05-25 00:00:00Z	1670	0	16.5	12
6356	51.296	6.7686	2017-05-26 00:00:00Z	1600	0	19.9	12.7
6357	51.296	6.7686	2017-05-27 00:00:00Z	1530	0	24.8	12
6358	51.296	6.7686	2017-05-28 00:00:00Z	1470	2	21.9	17.4
6359	51.296	6.7686	2017-05-29 00:00:00Z	1420	5.5	26	17.4
6360	51.296	6.7686	2017-05-30 00:00:00Z	1410	0	21.2	16.2
6361	51.296	6.7686	2017-05-31 00:00:00Z	1380	0	18.4	12.6
6362	51.296	6.7686	2017-06-01 00:00:00Z	1410	0	18.9	11.9
6363	51.296	6.7686	2017-06-02 00:00:00Z	1430	0.3	22.1	14.1
6364	51.296	6.7686	2017-06-03 00:00:00Z	1450	3.7	20.7	15.8
6365	51.296	6.7686	2017-06-04 00:00:00Z	1540	0	16.7	12.1
6366	51.296	6.7686	2017-06-05 00:00:00Z	1690	0	17.2	9.4
6367	51.296	6.7686	2017-06-06 00:00:00Z	1870	2.5	16	10.6
6368	51.296	6.7686	2017-06-07 00:00:00Z	2000	1.3	14.3	9.5
6369	51.296	6.7686	2017-06-08 00:00:00Z	1960	0	18.9	11.4
6370	51.296	6.7686	2017-06-09 00:00:00Z	1870	5.7	17.8	12.5
6371	51.296	6.7686	2017-06-10 00:00:00Z	1820	0	18.1	11.3
6372	51.296	6.7686	2017-06-11 00:00:00Z	1770	0.4	22.7	13.9
6373	51.296	6.7686	2017-06-12 00:00:00Z	1690	0	17.3	10.6
6374	51.296	6.7686	2017-06-13 00:00:00Z	1600	0	16.8	11.6
6375	51.296	6.7686	2017-06-14 00:00:00Z	1500	0	18.7	11
6376	51.296	6.7686	2017-06-15 00:00:00Z	1420	10.1	21.5	14.6
6377	51.296	6.7686	2017-06-16 00:00:00Z	1380	0	17.2	11.5
6378	51.296	6.7686	2017-06-17 00:00:00Z	1340	0	17.5	13.8
6379	51.296	6.7686	2017-06-18 00:00:00Z	1310	0	21.5	15.4
6380	51.296	6.7686	2017-06-19 00:00:00Z	1340	0	23.7	13.4
6381	51.296	6.7686	2017-06-20 00:00:00Z	1350	0	24.3	15.3
6382	51.296	6.7686	2017-06-21 00:00:00Z	1320	0	23.3	14.1
6383	51.296	6.7686	2017-06-22 00:00:00Z	1310	0	26.7	16.1
6384	51.296	6.7686	2017-06-23 00:00:00Z	1280	0	21.8	14.1
6385	51.296	6.7686	2017-06-24 00:00:00Z	1290	0.3	18.1	13.9
6386	51.296	6.7686	2017-06-25 00:00:00Z	1270	0	19.6	14.3
6387	51.296	6.7686	2017-06-26 00:00:00Z	1240	0.1	19.6	12
6388	51.296	6.7686	2017-06-27 00:00:00Z	1210	0.9	18.2	14.3
6389	51.296	6.7686	2017-06-28 00:00:00Z	1240	8.1	19.5	17.9
6390	51.296	6.7686	2017-06-29 00:00:00Z	1260	0	19	14.8
6391	51.296	6.7686	2017-06-30 00:00:00Z	1280	5.8	18.5	13.4
6392	51.296	6.7686	2017-07-01 00:00:00Z	1440	3.4	16	16.1
6393	51.296	6.7686	2017-07-02 00:00:00Z	1550	0	16.8	14.2
6394	51.296	6.7686	2017-07-03 00:00:00Z	1540	0	17.6	11.5
6395	51.296	6.7686	2017-07-04 00:00:00Z	1430	0	19.3	14.4
6396	51.296	6.7686	2017-07-05 00:00:00Z	1380	0	21.5	14.8
6397	51.296	6.7686	2017-07-06 00:00:00Z	1340	0.8	21.9	16.8
6398	51.296	6.7686	2017-07-07 00:00:00Z	1330	0	23.4	17.4
6399	51.296	6.7686	2017-07-08 00:00:00Z	1320	0	22.2	16.3
6400	51.296	6.7686	2017-07-09 00:00:00Z	1280	0.2	21.7	15.1
6401	51.296	6.7686	2017-07-10 00:00:00Z	1260	0	21.5	15.4
6402	51.296	6.7686	2017-07-11 00:00:00Z	1260	5.8	19.2	14.4
6403	51.296	6.7686	2017-07-12 00:00:00Z	1310	15.8	16.1	15.3
6404	51.296	6.7686	2017-07-13 00:00:00Z	1410	0	15.4	10.5
6405	51.296	6.7686	2017-07-14 00:00:00Z	1470	2.6	15.6	12.6
6406	51.296	6.7686	2017-07-15 00:00:00Z	1430	0.1	17.3	12.3
6407	51.296	6.7686	2017-07-16 00:00:00Z	1350	4.1	19.6	16.7
6408	51.296	6.7686	2017-07-17 00:00:00Z	1270	0	20	15.2
6409	51.296	6.7686	2017-07-18 00:00:00Z	1210	0	21.3	13.8
6410	51.296	6.7686	2017-07-19 00:00:00Z	1190	18.1	23.3	18.1
6411	51.296	6.7686	2017-07-20 00:00:00Z	1230	0.5	21.6	18
6412	51.296	6.7686	2017-07-21 00:00:00Z	1150	0.3	19.5	12.1
6413	51.296	6.7686	2017-07-22 00:00:00Z	1160	7	22.6	16
6414	51.296	6.7686	2017-07-23 00:00:00Z	1210	2.3	17.8	14
6415	51.296	6.7686	2017-07-24 00:00:00Z	1260	13.2	15.4	14.6
6416	51.296	6.7686	2017-07-25 00:00:00Z	1350	17.1	15.6	15.7
6417	51.296	6.7686	2017-07-26 00:00:00Z	1480	1.1	19.1	15.2
6418	51.296	6.7686	2017-07-27 00:00:00Z	1480	0	18.6	15.7
6419	51.296	6.7686	2017-07-28 00:00:00Z	1680	0.6	17.6	13.4
6420	51.296	6.7686	2017-07-29 00:00:00Z	2010	0	21.9	16.9
6421	51.296	6.7686	2017-07-30 00:00:00Z	2030	2.7	22.9	16.8
6422	51.296	6.7686	2017-07-31 00:00:00Z	1880	0.2	20.1	14.6
6423	51.296	6.7686	2017-08-01 00:00:00Z	1770	0	18.6	16.6
6424	51.296	6.7686	2017-08-02 00:00:00Z	1810	8.1	18.9	16.5
6425	51.296	6.7686	2017-08-03 00:00:00Z	1800	0.4	20.5	17.5
6426	51.296	6.7686	2017-08-04 00:00:00Z	1670	1.8	19.2	14.4
6427	51.296	6.7686	2017-08-05 00:00:00Z	1620	15.8	16.1	15.6
6428	51.296	6.7686	2017-08-06 00:00:00Z	1560	0	16.3	12.5
6429	51.296	6.7686	2017-08-07 00:00:00Z	1460	0	18.6	12.1
6430	51.296	6.7686	2017-08-08 00:00:00Z	1400	15.2	16.9	15.3
6431	51.296	6.7686	2017-08-09 00:00:00Z	1340	9	17.5	13.6
6432	51.296	6.7686	2017-08-10 00:00:00Z	1320	11.6	15.8	15.9
6433	51.296	6.7686	2017-08-11 00:00:00Z	1350	0.1	16.2	15.1
6434	51.296	6.7686	2017-08-12 00:00:00Z	1430	2.3	16.2	15.9
6435	51.296	6.7686	2017-08-13 00:00:00Z	1770	0	18	15.5
6436	51.296	6.7686	2017-08-14 00:00:00Z	1990	0	19.3	15.7
6437	51.296	6.7686	2017-08-15 00:00:00Z	2020	1.6	21	19
6438	51.296	6.7686	2017-08-16 00:00:00Z	1880	0	19.7	17.1
6439	51.296	6.7686	2017-08-17 00:00:00Z	1770	5	19.4	17.6
6440	51.296	6.7686	2017-08-18 00:00:00Z	1720	0.6	17.8	17.4
6441	51.296	6.7686	2017-08-19 00:00:00Z	1720	0.1	15.3	13.1
6442	51.296	6.7686	2017-08-20 00:00:00Z	1700	0	15.5	12.8
6443	51.296	6.7686	2017-08-21 00:00:00Z	1650	0	16.3	12.2
6444	51.296	6.7686	2017-08-22 00:00:00Z	1600	0	17.7	12.8
6445	51.296	6.7686	2017-08-23 00:00:00Z	1510	0	20.4	14.3
6446	51.296	6.7686	2017-08-24 00:00:00Z	1430	0	19.2	15.4
6447	51.296	6.7686	2017-08-25 00:00:00Z	1360	0	19	14.7
6448	51.296	6.7686	2017-08-26 00:00:00Z	1330	0	20.2	17.8
6449	51.296	6.7686	2017-08-27 00:00:00Z	1340	0	19.6	14.6
6450	51.296	6.7686	2017-08-28 00:00:00Z	1350	0	20.3	15.3
6451	51.296	6.7686	2017-08-29 00:00:00Z	1320	0	24	17.8
6452	51.296	6.7686	2017-08-30 00:00:00Z	1250	0.6	22.6	19
6453	51.296	6.7686	2017-08-31 00:00:00Z	1210	1.1	15.6	14.1
6454	51.296	6.7686	2017-09-01 00:00:00Z	1180	2.1	15.1	13.3
6455	51.296	6.7686	2017-09-02 00:00:00Z	1180	0	14.5	12.3
6456	51.296	6.7686	2017-09-03 00:00:00Z	1250	0	14.6	11.3
6457	51.296	6.7686	2017-09-04 00:00:00Z	1360	0	17	12.5
6458	51.296	6.7686	2017-09-05 00:00:00Z	1600	1.2	20	17.2
6459	51.296	6.7686	2017-09-06 00:00:00Z	1820	0.9	16.7	13.5
6460	51.296	6.7686	2017-09-07 00:00:00Z	1790	0	15.6	12.4
6461	51.296	6.7686	2017-09-08 00:00:00Z	1680	27	15.7	14.3
6462	51.296	6.7686	2017-09-09 00:00:00Z	1650	2.9	13.7	13.5
6463	51.296	6.7686	2017-09-10 00:00:00Z	1600	0.9	14	11.7
6464	51.296	6.7686	2017-09-11 00:00:00Z	1540	2.6	15	12.3
6465	51.296	6.7686	2017-09-12 00:00:00Z	1480	3.8	14.2	12.4
6466	51.296	6.7686	2017-09-13 00:00:00Z	1460	1.5	15.2	12.2
6467	51.296	6.7686	2017-09-14 00:00:00Z	1460	10.9	11.9	11.6
6468	51.296	6.7686	2017-09-15 00:00:00Z	1720	2.5	11.7	11.4
6469	51.296	6.7686	2017-09-16 00:00:00Z	2070	0	11.5	10.2
6470	51.296	6.7686	2017-09-17 00:00:00Z	2050	0	11.2	10.2
6471	51.296	6.7686	2017-09-18 00:00:00Z	1950	9.1	11.3	11.5
6472	51.296	6.7686	2017-09-19 00:00:00Z	1840	0.4	11.8	11.9
6473	51.296	6.7686	2017-09-20 00:00:00Z	1730	0.1	12.4	11.4
6474	51.296	6.7686	2017-09-21 00:00:00Z	1660	0	13.7	11
6475	51.296	6.7686	2017-09-22 00:00:00Z	1600	0.2	14.6	12.7
6476	51.296	6.7686	2017-09-23 00:00:00Z	1530	0	14.1	13.3
6477	51.296	6.7686	2017-09-24 00:00:00Z	1490	0	12.9	12.1
6478	51.296	6.7686	2017-09-25 00:00:00Z	1450	0	13.9	13.1
6479	51.296	6.7686	2017-09-26 00:00:00Z	1400	0	14	13.3
6480	51.296	6.7686	2017-09-27 00:00:00Z	1360	0	14.9	12.9
6481	51.296	6.7686	2017-09-28 00:00:00Z	1330	1.9	17.6	15.3
6482	51.296	6.7686	2017-09-29 00:00:00Z	1310	9.5	19.3	17.8
6483	51.296	6.7686	2017-09-30 00:00:00Z	1310	12.5	14.1	15
6484	51.296	6.7686	2017-10-01 00:00:00Z	1340	0.3	13.6	11.4
6485	51.296	6.7686	2017-10-02 00:00:00Z	1340	4.7	16.1	13.4
6486	51.296	6.7686	2017-10-03 00:00:00Z	1350	0	12.7	11.7
6487	51.296	6.7686	2017-10-04 00:00:00Z	1410	2.9	12.3	10.4
6488	51.296	6.7686	2017-10-05 00:00:00Z	1510	2.7	12.6	11.3
6489	51.296	6.7686	2017-10-06 00:00:00Z	1620	2.7	10.6	10.6
6490	51.296	6.7686	2017-10-07 00:00:00Z	1660	5.5	10.3	10.8
6491	51.296	6.7686	2017-10-08 00:00:00Z	1640	0.1	12	11.9
6492	51.296	6.7686	2017-10-09 00:00:00Z	1630	0.8	11.3	11.9
6493	51.296	6.7686	2017-10-10 00:00:00Z	1680	0.2	14.2	13.5
6494	51.296	6.7686	2017-10-11 00:00:00Z	1690	0	14.7	12.7
6495	51.296	6.7686	2017-10-12 00:00:00Z	1710	0	14.3	11.7
6496	51.296	6.7686	2017-10-13 00:00:00Z	1660	0	15.4	14.3
6497	51.296	6.7686	2017-10-14 00:00:00Z	1590	0	16.3	15.1
6498	51.296	6.7686	2017-10-15 00:00:00Z	1510	0	17.1	14.5
6499	51.296	6.7686	2017-10-16 00:00:00Z	1440	0	18.8	15.3
6500	51.296	6.7686	2017-10-17 00:00:00Z	1390	0	15.1	14.6
6501	51.296	6.7686	2017-10-18 00:00:00Z	1330	0	14.6	12.9
6502	51.296	6.7686	2017-10-19 00:00:00Z	1280	2.7	16.6	13.4
6503	51.296	6.7686	2017-10-20 00:00:00Z	1240	3.4	14.6	11.7
6504	51.296	6.7686	2017-10-21 00:00:00Z	1210	3.7	13.4	11.4
6505	51.296	6.7686	2017-10-22 00:00:00Z	1200	2.9	10.6	10.3
6506	51.296	6.7686	2017-10-23 00:00:00Z	1180	0.4	11.3	10.7
6507	51.296	6.7686	2017-10-24 00:00:00Z	1180	0.4	14.2	14.6
6508	51.296	6.7686	2017-10-25 00:00:00Z	1180	0.1	15.1	14.7
6509	51.296	6.7686	2017-10-26 00:00:00Z	1160	3.4	14.3	14.5
6510	51.296	6.7686	2017-10-27 00:00:00Z	1170	0.3	11.8	11
6511	51.296	6.7686	2017-10-28 00:00:00Z	1170	4.7	10.3	10.6
6512	51.296	6.7686	2017-10-29 00:00:00Z	1160	0.7	10.4	9.5
6513	51.296	6.7686	2017-10-30 00:00:00Z	1180	0	7.1	7.7
6514	51.296	6.7686	2017-10-31 00:00:00Z	1210	0.1	8.5	9
6515	51.296	6.7686	2017-11-01 00:00:00Z	1230	0	10.7	10
6516	51.296	6.7686	2017-11-02 00:00:00Z	1260	0	10	10.1
6517	51.296	6.7686	2017-11-03 00:00:00Z	1280	0	10	10.5
6518	51.296	6.7686	2017-11-04 00:00:00Z	1240	2.3	11.2	10.7
6519	51.296	6.7686	2017-11-05 00:00:00Z	1210	2	8.5	9.6
6520	51.296	6.7686	2017-11-06 00:00:00Z	1240	0	4.7	7.4
6521	51.296	6.7686	2017-11-07 00:00:00Z	1290	0	4.3	7.1
6522	51.296	6.7686	2017-11-08 00:00:00Z	1320	0	6.8	9
6523	51.296	6.7686	2017-11-09 00:00:00Z	1370	3	7.6	9.1
6524	51.296	6.7686	2017-11-10 00:00:00Z	1410	1.9	8.1	9.2
6525	51.296	6.7686	2017-11-11 00:00:00Z	1420	1.1	6.2	8.3
6526	51.296	6.7686	2017-11-12 00:00:00Z	1450	1.4	4.9	7.7
6527	51.296	6.7686	2017-11-13 00:00:00Z	1550	0	5.8	7.6
6528	51.296	6.7686	2017-11-14 00:00:00Z	2090	0.8	5.4	7.8
6529	51.296	6.7686	2017-11-15 00:00:00Z	3120	0.3	8	10
6530	51.296	6.7686	2017-11-16 00:00:00Z	3390	1.6	8.1	8.8
6531	51.296	6.7686	2017-11-17 00:00:00Z	2970	0	6.5	8.2
6532	51.296	6.7686	2017-11-18 00:00:00Z	2530	3.4	4.5	7
6533	51.296	6.7686	2017-11-19 00:00:00Z	2270	2	5.6	7.8
6534	51.296	6.7686	2017-11-20 00:00:00Z	2090	12.2	5.8	8.4
6535	51.296	6.7686	2017-11-21 00:00:00Z	2020	2.2	10.3	11.3
6536	51.296	6.7686	2017-11-22 00:00:00Z	2040	0	11	9.2
6537	51.296	6.7686	2017-11-23 00:00:00Z	2080	10.3	12	9.8
6538	51.296	6.7686	2017-11-24 00:00:00Z	2120	6.6	8.1	9.7
6539	51.296	6.7686	2017-11-25 00:00:00Z	2090	0.2	4.6	7.3
6540	51.296	6.7686	2017-11-26 00:00:00Z	2110	0.5	3.4	6.6
6541	51.296	6.7686	2017-11-27 00:00:00Z	2360	10.3	5.9	8
6542	51.296	6.7686	2017-11-28 00:00:00Z	2900	2.2	4.9	7.5
6543	51.296	6.7686	2017-11-29 00:00:00Z	3260	0	1.8	6.2
6544	51.296	6.7686	2017-11-30 00:00:00Z	3550	0.4	2.3	6.6
6545	51.296	6.7686	2017-12-01 00:00:00Z	3440	0	2.2	6.2
6546	51.296	6.7686	2017-12-02 00:00:00Z	3220	0.3	-0.7	5.5
6547	51.296	6.7686	2017-12-03 00:00:00Z	2940	4.2	1.3	6.1
6548	51.296	6.7686	2017-12-04 00:00:00Z	2660	1.1	5.7	8.5
6549	51.296	6.7686	2017-12-05 00:00:00Z	2400	0.3	5.9	7.9
6550	51.296	6.7686	2017-12-06 00:00:00Z	2260	0	7	7.7
6551	51.296	6.7686	2017-12-07 00:00:00Z	2160	7.2	5.5	7.1
6552	51.296	6.7686	2017-12-08 00:00:00Z	2120	9.4	2.6	6.4
6553	51.296	6.7686	2017-12-09 00:00:00Z	2150	1.8	0.9	5.5
6554	51.296	6.7686	2017-12-10 00:00:00Z	2220	7.3	2.3	5.9
6555	51.296	6.7686	2017-12-11 00:00:00Z	2310	11.7	3	6.6
6556	51.296	6.7686	2017-12-12 00:00:00Z	2720	0	2.1	6.2
6557	51.296	6.7686	2017-12-13 00:00:00Z	3980	20.8	3.6	6.7
6558	51.296	6.7686	2017-12-14 00:00:00Z	4470	2.6	3.8	6.7
6559	51.296	6.7686	2017-12-15 00:00:00Z	4800	0.2	3.2	6.5
6560	51.296	6.7686	2017-12-16 00:00:00Z	4980	3.4	2.5	6.5
6561	51.296	6.7686	2017-12-17 00:00:00Z	5040	6.7	2.3	6.5
6562	51.296	6.7686	2017-12-18 00:00:00Z	4900	0.3	2	6.6
6563	51.296	6.7686	2017-12-19 00:00:00Z	4570	5.9	4.6	8
6564	51.296	6.7686	2017-12-20 00:00:00Z	4150	0.4	6.4	9.3
6565	51.296	6.7686	2017-12-21 00:00:00Z	3890	2.2	8.2	10.6
6566	51.296	6.7686	2017-12-22 00:00:00Z	3770	3	8.8	11
6567	51.296	6.7686	2017-12-23 00:00:00Z	3650	0.1	8.8	10.3
6568	51.296	6.7686	2017-12-24 00:00:00Z	3530	0	8.8	9.8
6569	51.296	6.7686	2017-12-25 00:00:00Z	3460	0	6.9	7.9
6570	51.296	6.7686	2017-12-26 00:00:00Z	3320	1.6	5.6	7.1
6571	51.296	6.7686	2017-12-27 00:00:00Z	3130	5.6	5.6	7.3
6572	51.296	6.7686	2017-12-28 00:00:00Z	2980	0.1	3.1	6.2
6573	51.296	6.7686	2017-12-29 00:00:00Z	3000	5	1.7	5.9
6574	51.296	6.7686	2017-12-30 00:00:00Z	2980	8.6	8.3	9.1
6575	51.296	6.7686	2017-12-31 00:00:00Z	2970	3.2	12	11
6576	51.296	6.7686	2018-01-01 00:00:00Z	3510	8.1	6.9	7.8
6577	51.296	6.7686	2018-01-02 00:00:00Z	4240	18.3	5.9	7.9
6578	51.296	6.7686	2018-01-03 00:00:00Z	4920	7.5	8	8.4
6579	51.296	6.7686	2018-01-04 00:00:00Z	5370	3.1	8.4	8.7
6580	51.296	6.7686	2018-01-05 00:00:00Z	5990	0	8.1	8.4
6581	51.296	6.7686	2018-01-06 00:00:00Z	6490	0	5.2	7.4
6582	51.296	6.7686	2018-01-07 00:00:00Z	7120	0	3.2	6
6583	51.296	6.7686	2018-01-08 00:00:00Z	7590	0	2.7	5.8
6584	51.296	6.7686	2018-01-09 00:00:00Z	7640	0	4	6.8
6585	51.296	6.7686	2018-01-10 00:00:00Z	6990	0.1	8.1	8.4
6586	51.296	6.7686	2018-01-11 00:00:00Z	5930	0	6.6	8.8
6587	51.296	6.7686	2018-01-12 00:00:00Z	5110	0	4.6	7.9
6588	51.296	6.7686	2018-01-13 00:00:00Z	4500	0	4.7	6.8
6589	51.296	6.7686	2018-01-14 00:00:00Z	4040	0	3.7	5.5
6590	51.296	6.7686	2018-01-15 00:00:00Z	3670	8	4.9	6.9
6591	51.296	6.7686	2018-01-16 00:00:00Z	3410	7.8	4.5	7
6592	51.296	6.7686	2018-01-17 00:00:00Z	3360	5.6	3	6.2
6593	51.296	6.7686	2018-01-18 00:00:00Z	3740	5.4	5.1	6.9
6594	51.296	6.7686	2018-01-19 00:00:00Z	4310	3	3.1	6.5
6595	51.296	6.7686	2018-01-20 00:00:00Z	4880	4.6	2.6	6.6
6596	51.296	6.7686	2018-01-21 00:00:00Z	5310	1	2.9	6.3
6597	51.296	6.7686	2018-01-22 00:00:00Z	5750	1.4	5.7	8
6598	51.296	6.7686	2018-01-23 00:00:00Z	5840	0	7.9	8.7
6599	51.296	6.7686	2018-01-24 00:00:00Z	5900	2	12.5	10.8
6600	51.296	6.7686	2018-01-25 00:00:00Z	6270	0.9	8.3	9.4
6601	51.296	6.7686	2018-01-26 00:00:00Z	6720	0	6.4	8.4
6602	51.296	6.7686	2018-01-27 00:00:00Z	6980	1	5.9	7.6
6603	51.296	6.7686	2018-01-28 00:00:00Z	6730	0	8.5	9.8
6604	51.296	6.7686	2018-01-29 00:00:00Z	6040	1.1	9.5	9.7
6605	51.296	6.7686	2018-01-30 00:00:00Z	5390	0.8	4.3	7.2
6606	51.296	6.7686	2018-01-31 00:00:00Z	4850	5.4	7.2	8.9
6607	51.296	6.7686	2018-02-01 00:00:00Z	4510	1.6	2.6	6.2
6608	51.296	6.7686	2018-02-02 00:00:00Z	4650	1.6	3.8	7.1
6609	51.296	6.7686	2018-02-03 00:00:00Z	4870	0.5	3.2	6.6
6610	51.296	6.7686	2018-02-04 00:00:00Z	4840	1.6	0.1	4.8
6611	51.296	6.7686	2018-02-05 00:00:00Z	4550	0	-0.3	4.4
6612	51.296	6.7686	2018-02-06 00:00:00Z	4220	0	-1.4	4.1
6613	51.296	6.7686	2018-02-07 00:00:00Z	3870	0	-0.9	4.2
6614	51.296	6.7686	2018-02-08 00:00:00Z	3570	0	-3.2	3.6
6615	51.296	6.7686	2018-02-09 00:00:00Z	3310	0	-0.5	4.2
6616	51.296	6.7686	2018-02-10 00:00:00Z	3080	3.6	2.2	6.2
6617	51.296	6.7686	2018-02-11 00:00:00Z	2910	2.9	2.8	6.4
6618	51.296	6.7686	2018-02-12 00:00:00Z	2790	0	1.9	5.5
6619	51.296	6.7686	2018-02-13 00:00:00Z	2720	0	1.4	4.5
6620	51.296	6.7686	2018-02-14 00:00:00Z	2620	1.6	1.9	3.6
6621	51.296	6.7686	2018-02-15 00:00:00Z	2520	1.7	2.5	6.3
6622	51.296	6.7686	2018-02-16 00:00:00Z	2430	0	2.2	5.7
6623	51.296	6.7686	2018-02-17 00:00:00Z	2380	0	1.1	5
6624	51.296	6.7686	2018-02-18 00:00:00Z	2470	0	2	4.8
6625	51.296	6.7686	2018-02-19 00:00:00Z	2760	0	1.8	4.9
6626	51.296	6.7686	2018-02-20 00:00:00Z	3110	0	0.8	4.7
6627	51.296	6.7686	2018-02-21 00:00:00Z	3160	0	0.9	4.3
6628	51.296	6.7686	2018-02-22 00:00:00Z	3030	0	0.4	4
6629	51.296	6.7686	2018-02-23 00:00:00Z	2890	0	-1	3.4
6630	51.296	6.7686	2018-02-24 00:00:00Z	2740	0	-0.9	2.9
6631	51.296	6.7686	2018-02-25 00:00:00Z	2560	0	-2.8	2.4
6632	51.296	6.7686	2018-02-26 00:00:00Z	2380	0	-3.6	3
